Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Deal Status
21-07-2017,2016,PWR,Quanta Services Inc,179492.28,37.3176,Brown,"Stronghold Ltd,Stronghold Specialty Ltd",Neutral,,448.78,10-07-2017,32.79,31-07-2017,33.12,4809.86,1.63,Completed
20-07-2017,2016,TDY,Teledyne Technologies Inc,52704.87,8.3069,Green,Scientific Systems Inc,Neutral,,31.3,07-07-2017,133.25,31-07-2017,136.34,6344.71,1.4,Completed
18-07-2017,2016,WTTR,Select Water Solutions Inc,28365.29,23.543,Brown,Rockwater Energy Solutions Inc,Neutral,,452.99,07-07-2017,10.76,28-07-2017,14.82,1204.83,-0.12,Completed
10-07-2017,2016,GTY,Getty Realty Corp,1373.77,1.4829,Green,38 fee simple & 4 leasehold properties,Neutral,Applegreen PLC,70.1,29-06-2017,16.85,20-07-2017,16.16,926.43,1.13,Completed
06-07-2017,2016,VST,Vistra Corp,52283283.24,10848.5046,Brown,Power Plant/TX,Neutral,,350,23-06-2017,14.41,17-07-2017,13.73,4819.4,4.98,Completed
05-07-2017,2016,FET,Forum Energy Technologies Inc,7947.95,2.1145,Green,Multilift Inc,Neutral,Pelican Energy Partners LP,39.4,23-06-2017,300,17-07-2017,310,3758.81,-1.52,Completed
05-07-2017,2016,HAL,Halliburton Co,885363.88,27.3626,Brown,Summit Esp LLC,Neutral,,,23-06-2017,36.09,17-07-2017,38.36,32356.74,2.4,Completed
03-07-2017,2016,NGL,NGL Energy Partners LP,13.08,0.0109,Green,Propane Services LLC,Neutral,Strength Capital Partners LLC,,22-06-2017,7.66,13-07-2017,8.06,1199.64,0.28,Completed
30-06-2017,2016,SHEL,Shell PLC,35213155,314.5767,Brown,MP2 Energy IL LLC,Neutral,,,19-06-2017,37.91,10-07-2017,36.98,111938.23,1.09,Completed
26-06-2017,2016,ALTO,Alto Ingredients Inc,300372.7,632.0841,Brown,Illinois Corn Processing LLC,Neutral,,76,15-06-2017,6,06-07-2017,6.35,475.21,-0.58,Completed
19-06-2017,2016,EQT,EQT Corp,296670.93,18.3203,Brown,EQT RE Merger Sub Inc,Neutral,,6456.71,08-06-2017,27.8,29-06-2017,29.89,16193.57,1.05,Completed
19-06-2017,2016,OXY,Occidental Petroleum Corp,10463554.07,219.9205,Brown,Enhanced Oil Recovery Assets in Permian Basin,Brown,Hess Corp,600,08-06-2017,47.9,29-06-2017,48.87,47578.81,-0.15,Completed
13-06-2017,2016,KEX,Kirby Corp,1044237.22,259.4681,Brown,Stewart & Stevenson LLC,Neutral,Parman Capital Group LLC,756.5,02-06-2017,68.05,23-06-2017,64.75,4024.53,0.73,Completed
05-06-2017,2016,USDP,USD Partners LP,3709.09,16.6402,Brown,Crude oil terminal/Stroud,Brown,,,25-05-2017,7.3,15-06-2017,5.8,222.9,-2.68,Completed
30-05-2017,2016,SHEL,Shell PLC,35213155,306.9026,Brown,"Chevron Block 6,Chevron Block 5a,Chevron Block 5e",Neutral,Chevron Corp,250,19-05-2017,38.86,09-06-2017,37.73,114737.23,1.09,Completed
25-05-2017,2016,DTE,DTE Energy Co,15885817.35,1068.1659,Brown,Gas to energy project,Brown,Fort Bend Power Producers LLC,,12-05-2017,69.42,05-06-2017,72.57,14872.05,0.6,Completed
22-05-2017,2016,LHX,L3 Technologies Inc,65563.61,3.7108,Green,Open Water Power Inc,Neutral,,,11-05-2017,94.19,01-06-2017,98.45,17668.33,1.08,Completed
11-05-2017,2016,CLH,Clean Harbors Inc,1027962.36,321.9798,Brown,Lonestar West Inc,Neutral,,32.75,28-04-2017,58.11,22-05-2017,58.4,3192.63,1.14,Completed
08-05-2017,2016,ESE,ESCO Technologies Inc,11583.88,8.0494,Green,NRG Systems Inc,Neutral,,38.6,27-04-2017,58.48,18-05-2017,54.21,1439.1,1.31,Completed
08-05-2017,2016,TDS,Telephone and Data Systems Inc,22016.33,9.7407,Brown,Sun Prairie telecommunication assets,Neutral,Sun Prairie Utilities,,27-04-2017,21.05,18-05-2017,20.28,2260.23,0.04,Completed
04-05-2017,2016,NVEE,NV5 Global Inc,1678.27,2.6942,Green,Energenz LLC,Neutral,,,21-04-2017,9.4,15-05-2017,9.3,622.92,0.41,Completed
03-05-2017,2016,NVAX,NOV Inc,339.45,0.1353,Green,Drilling Technologies segment,Neutral,Flotek Industries Inc,17,21-04-2017,16.6,15-05-2017,21.8,2509.17,-7.08,Completed
02-05-2017,2016,XIFR,XPLR Infrastructure LP,25553.45,12.1492,Brown,Golden West Wind Holdings LLC,Green,,422,21-04-2017,20.95,12-05-2017,21.77,2103.31,-0.56,Completed
01-05-2017,2016,XOM,Exxon Mobil Corp,120041438.1,486.6496,Brown,Certain Assets,Neutral,Paramount Resources TEC Ltd,43.91,20-04-2017,56.12,11-05-2017,57.77,246669.15,1.68,Completed
01-05-2017,2016,PR,Permian Resources Corp,43054.61,4.1759,Green,Oil & gas properties/Northern Delaware Basin,Brown,GMT Exploration Co LLC/CO,,20-04-2017,16.22,11-05-2017,14.85,10310.2,1.28,Completed
28-04-2017,2016,ETR,Entergy Corp,35189216.57,3556.8555,Brown,361 MW natural gas-fueled electrical generation plant,Brown,Calpine Corp,222,17-04-2017,24.69,08-05-2017,24.69,9893.35,0.44,Completed
26-04-2017,2016,GPRE,Green Plains Inc,1274854.59,891.8747,Brown,2 Cattle feeding operations,Neutral,Cargill Inc,36.7,13-04-2017,21.28,08-05-2017,24.1,1429.41,-3.08,Completed
25-04-2017,2016,CHRD,Chord Energy Corp,278103.31,573.4207,Brown,North Star Water LLC,Neutral,,,13-04-2017,8.61,05-05-2017,7.87,484.99,1.62,Completed
12-04-2017,2016,D,Dominion Energy Inc,32679003.94,697.7344,Brown,40-megawatt Midway II Project solar power plant,Green,Solar Frontier KK,,31-03-2017,54.71,24-04-2017,55.07,46835.88,-0.07,Completed
29-03-2017,2016,CVE,Cenovus Energy Inc,6490806.49,309.0276,Brown,Canadian conventional natural gas assets,Brown,ConocoPhillips,13196.47,17-03-2017,10.9,10-04-2017,9.93,21003.97,0.26,Completed
24-03-2017,2016,AEP,American Electric Power Co Inc,49727182.45,1827.3064,Brown,Conesville power plant/Ohio,Neutral,Dynegy Inc,,13-03-2017,49.55,03-04-2017,50.55,27213.38,0.64,Completed
23-03-2017,2016,TUSK,Mammoth Energy Services Inc,4202.87,4.4447,Green,Chieftain Sand & Proppant LLC,Neutral,,36,10-03-2017,18.44,03-04-2017,21.09,945.6,-5.43,Completed
21-03-2017,2016,TUSK,Mammoth Energy Services Inc,4202.87,4.5396,Green,Sturgeon Acquisitions LLC,Neutral,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,10-03-2017,18.44,31-03-2017,21.04,925.83,-5.43,Completed
15-03-2017,2016,EPD,Enterprise Products Partners LP,947.13,0.0286,Green,Azure natural gas gathering system,Brown,Azure Midstream Partners LP,189,03-03-2017,15.71,27-03-2017,15.04,33173.8,1.89,Completed
13-03-2017,2016,NEXT,NextDecade Corp,123.22,0.0464,Green,NextDecade LLC,Neutral,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,02-03-2017,10.15,23-03-2017,10.2,2656.51,1.03,Completed
07-03-2017,2016,BN,Brookfield Corp,522582.23,19.4416,Brown,TerraForm Power Inc,Neutral,,4724.71,24-02-2017,17.95,17-03-2017,17.96,26879.61,0.01,Completed
07-03-2017,2016,BN,Brookfield Corp,522582.23,19.4416,Brown,TerraForm Global Inc,Neutral,,954.09,24-02-2017,17.95,17-03-2017,17.96,26879.61,0.01,Completed
07-03-2017,2016,EXTR,Extreme Networks Inc,7344.56,9.0695,Green,Networking business of Avaya,Neutral,Avaya Holdings Corp,100,24-02-2017,6.44,17-03-2017,6.71,809.81,0.68,Completed
02-03-2017,2016,FANG,Diamondback Energy Inc,229623.57,9.609,Brown,Brigham Resources LLC,Neutral,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550,17-02-2017,85.59,13-03-2017,80.53,23896.84,1.6,Completed
01-03-2017,2016,MPLX,MPLX LP,305794.17,16.6349,Brown,Certain terminal pipeline & storage assets,Neutral,Marathon Petroleum Corp,2015,17-02-2017,18.08,13-03-2017,17.33,18382.68,2.93,Completed
22-02-2017,2016,SD,SandRidge Energy Inc,170882.37,302.7467,Brown,13100 acres in Stack Formation,Neutral,"Red Mountain Energy Corp/United States,IOG Capital LP",,10-02-2017,15.3,06-03-2017,14.23,564.44,4.51,Completed
13-02-2017,2016,MPLX,MPLX LP,305794.17,16.509,Brown,Ozark pipeline,Neutral,Enbridge Energy Partners LP,220,02-02-2017,17.78,23-02-2017,18.03,18522.9,2.93,Completed
10-02-2017,2016,SR,Spire Inc,170808.96,61.9807,Brown,PULS Inc,Neutral,,,30-01-2017,47.23,21-02-2017,47.86,2755.84,0.72,Completed
09-02-2017,2016,EQT,EQT Corp,296670.93,15.3931,Brown,53400 core net Marcellus acres,Neutral,Talos Energy Inc,527,27-01-2017,32.47,21-02-2017,31.6,19273.04,1.05,Completed
01-02-2017,2016,OKE,ONEOK Inc,2500000.05,122.5234,Brown,ONEOK Partners LP,Neutral,,17377.65,20-01-2017,33.87,13-02-2017,33.3,20404.26,1.44,Completed
01-02-2017,2016,WEC,WEC Energy Group Inc,14590963.61,1046.3643,Brown,Bluewater gas storage facility,Brown,Plains All American Pipeline LP,230,20-01-2017,44.87,13-02-2017,44.79,13944.44,0.96,Completed
27-01-2017,2016,ENB,Enbridge Inc,2530543.53,42.2614,Brown,Midcoast Energy Partners LP,Neutral,Enbridge Energy Partners LP,170.21,13-01-2017,27.63,06-02-2017,27.5,59878.39,0.27,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,3103618.47,164.197,Brown,Juhl Energy Services Inc,Neutral,Juhl Energy Inc,,06-01-2017,54.85,30-01-2017,54.35,18901.8,0.44,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,3103618.47,164.197,Brown,Ross Solar Group LLC,Green,,,06-01-2017,54.85,30-01-2017,54.35,18901.8,0.44,Completed
17-01-2017,2016,XOM,Exxon Mobil Corp,120041438.1,461.3052,Brown,Unnamed Target,Neutral,,5600,06-01-2017,60.75,27-01-2017,58.7,260221.3,1.68,Completed
10-01-2017,2016,DUK,Duke Energy Corp,97942420.64,2322.1375,Brown,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",Green,SunPower Corp,,30-12-2016,55.12,20-01-2017,54.91,42177.7,0.65,Completed
09-01-2017,2016,FET,Forum Energy Technologies Inc,7947.95,1.3945,Green,Cooper Valves LP,Neutral,,14.5,29-12-2016,440,19-01-2017,455,5699.64,-1.52,Completed
05-01-2017,2016,BLDP,Ballard Power Systems Inc,3059.86,5.8395,Green,Ballard Power Systems Europe A/S,Neutral,Dansk Industri Invest A/S,,23-12-2016,1.76,17-01-2017,1.91,523.99,-24.69,Completed
04-01-2017,2016,AR,Antero Resources Corp,434856.27,56.7375,Brown,Ohio Utica assets/Warrior South Area,Neutral,Rex Energy Corp,30,23-12-2016,24.27,17-01-2017,25.45,7664.36,0.82,Completed
03-01-2017,2016,ORA,Ormat Technologies Inc,230505.46,76.0634,Brown,Viridity Energy Inc,Neutral,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35,23-12-2016,49.89,13-01-2017,50.12,3030.44,0.72,Completed
20-12-2016,2015,ATO,Atmos Energy Corp,450922.15,46.4855,Brown,Natural gas transportation pipeline,Brown,EnLink Midstream Partners LP,,09-12-2016,60.14,30-12-2016,60.89,9700.27,1.33,Completed
15-12-2016,2015,CAT,Caterpillar Inc,454500.06,12.2037,Brown,Kemper Valve & Fittings Corp,Neutral,,,02-12-2016,78.43,27-12-2016,77.94,37242.9,3.18,Completed
14-12-2016,2015,FANG,Diamondback Energy Inc,110412.35,4.7255,Green,"Brigham Resources Operating LLC,Brigham Resources Midstream LLC",Neutral,,2408.02,02-12-2016,86,27-12-2016,82.59,23365.13,1.6,Completed
14-12-2016,2015,FCEL,FuelCell Energy Inc,5565.8,0.3848,Green,1.4 MW Fuel cell power plant/US,Neutral,,,02-12-2016,720,27-12-2016,720,14462.36,-4.39,Completed
13-12-2016,2015,PTEN,Patterson-UTI Energy Inc,173556.55,19.1736,Brown,Seventy Seven Energy Inc,Neutral,,1363.9,02-12-2016,24.63,23-12-2016,23.42,9051.86,-0.88,Completed
23-11-2016,2015,BTE,Baytex Energy Corp,1236120.96,407.5464,Brown,Oil Sands Leases/Alberta,Brown,,48.2,11-11-2016,3.66,05-12-2016,4.54,3033.08,2.43,Completed
22-11-2016,2015,BTE,Baytex Energy Corp,1236120.96,392.6362,Brown,Heavy oil assets/Peace River,Brown,,48.28,11-11-2016,3.66,02-12-2016,4.46,3148.26,2.43,Completed
21-11-2016,2015,PEG,Public Service Enterprise Group Inc,16582138.45,1079.2361,Brown,Northampton County solar energy facility/ North Carolina,Green,BayWa r.e. GmbH,12.94,10-11-2016,30.1,01-12-2016,30.85,15364.7,0.52,Completed
18-11-2016,2015,ALE,ALLETE Inc,7939111.43,3080.0999,Brown,Water & Energy Systems Technology Inc,Neutral,,,07-11-2016,43.55,28-11-2016,46.76,2577.55,0.75,Completed
15-11-2016,2015,SM,SM Energy Co,244725.72,66.5935,Brown,Producing properties & Undeveloped leasehold interests/Howard County,Neutral,,,04-11-2016,28.48,25-11-2016,33.02,3674.92,2.2,Completed
08-11-2016,2015,EMR,Emerson Electric Co,186051.86,7.936,Green,Blending & Transfer Systems business,Neutral,TechnipFMC PLC,,28-10-2016,40.18,18-11-2016,43.9,23443.9,1.37,Completed
04-11-2016,2015,BKH,Black Hills Corp,3953611.08,1234.8744,Brown,Peak View Wind project,Green,,109,24-10-2016,44.29,14-11-2016,43.31,3201.63,0.98,Completed
01-11-2016,2015,CCI,Crown Castle Inc,16283.72,0.5825,Green,"Unnamed Target,Fibernet Direct Florida LLC",Neutral,NextEra Energy Inc,1500,21-10-2016,67.89,11-11-2016,58.83,27956.48,0.8,Completed
01-11-2016,2015,OXY,Occidental Petroleum Corp,9278730.31,181.5765,Brown,Enhanced Oil Recovery Assets/Texas,Brown,,,21-10-2016,58.88,11-11-2016,51.25,51100.93,-0.15,Completed
31-10-2016,2015,CNP,CenterPoint Energy Inc,1454324.09,129.0116,Brown,Atmos Energy Marketing LLC,Neutral,Atmos Energy Corp,40,20-10-2016,17.19,10-11-2016,17.54,11272.82,0.57,Completed
31-10-2016,2015,NEE,NextEra Energy Inc,49669111.59,932.3478,Brown,Oncor Electric Delivery Co LLC,Neutral,Texas Energy Future Capital Holdings LLC,27,20-10-2016,25.12,10-11-2016,23.28,53273.16,0.63,Completed
25-10-2016,2015,EQT,EQT Corp,274827.99,14.0091,Brown,Trans Energy Inc,Neutral,,47.18,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,Completed
25-10-2016,2015,EQT,EQT Corp,274827.99,14.0091,Brown,35 Marcellus wells,Neutral,"Trans Energy Inc,Alpha Natural Resources Inc",,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,Completed
19-10-2016,2015,OII,Oceaneering International Inc,50457.66,18.8371,Brown,Blue Ocean Technologies LLC,Neutral,,30,07-10-2016,27.18,31-10-2016,23.25,2678.63,2.4,Completed
18-10-2016,2015,SM,SM Energy Co,244725.72,59.0824,Brown,35700 acres in the Midland Basin/West Texas/US,Neutral,Qstar LLC,1607.27,07-10-2016,36.43,28-10-2016,32.09,4142.11,2.2,Completed
18-10-2016,2015,CHRD,Chord Energy Corp,179568.81,432.2585,Brown,Williston Basin assets/Texas,Neutral,SM Energy Co,765.8,07-10-2016,7.46,28-10-2016,7.57,415.42,1.62,Completed
12-10-2016,2015,SUN,Sunoco LP,14512.09,8.3039,Green,Retail convenience store assets & wholesale fuel business,Neutral,Denny Oil Co,53,30-09-2016,13.03,24-10-2016,13.18,1747.62,0.72,Completed
07-10-2016,2015,SRE,Sempra,8239048.48,319.774,Brown,Spire Mississippi Inc,Neutral,,,26-09-2016,42.38,17-10-2016,40.24,25765.22,0.7,Completed
26-09-2016,2015,TRP,TC Energy Corp,13100004.45,420.6299,Brown,Columbia Pipeline Partners LP,Neutral,,2155.05,15-09-2016,29.76,06-10-2016,29.93,31143.78,0.84,Completed
26-09-2016,2015,DTE,DTE Energy Co,17111595.38,1319.3964,Brown,"Stonewall Gas Gathering LLC,Appalachia Gathering system",Brown,"M3 Midstream LLC,Vega Energy Partners LLC",1300,15-09-2016,59.79,06-10-2016,59.72,12969.26,0.6,Completed
15-09-2016,2015,NRG,NRG Energy Inc,89490677.95,48785.2451,Brown,Wind and solar assets,Green,SunEdison Inc,144,02-09-2016,9.92,26-09-2016,9.36,1834.38,2.68,Completed
14-09-2016,2015,PTEN,Patterson-UTI Energy Inc,173556.55,27.8116,Brown,Warrior Rig Ltd,Neutral,,,02-09-2016,17.29,26-09-2016,16.68,6240.43,-0.88,Completed
09-09-2016,2015,TTE,TotalEnergies SE,41752429.9,637.0626,Brown,Upstream Barnett Shale Assets,Neutral,Expand Energy Corp,420,29-08-2016,29.11,19-09-2016,27.97,65538.97,0.81,Completed
07-09-2016,2015,DUK,Duke Energy Corp,109613737.1,2496.6055,Brown,4.7 MW solar farms/Georgia,Green,SolAmerica Energy LLC,,26-08-2016,56.11,19-09-2016,56.49,43905.11,0.65,Completed
06-09-2016,2015,ENB,Enbridge Inc,1799858.03,30.3191,Brown,Spectra Energy Corp,Neutral,,42223.61,26-08-2016,25.28,16-09-2016,27.95,59363.75,0.27,Completed
06-09-2016,2015,EOG,EOG Resources Inc,5191570.95,127.6709,Brown,Yates Petroleum Corp,Brown,,2393.44,26-08-2016,68.75,16-09-2016,69.35,40663.71,2.65,Completed
26-08-2016,2015,CVX,Chevron Corp,58701000.07,471.6399,Brown,SKIL businesses/North America & Europe,Neutral,Robert Bosch Stiftung GmbH,,15-08-2016,70.96,06-09-2016,71.47,124461.47,1.26,Completed
17-08-2016,2015,SHEL,Shell PLC,71999834.78,709.5429,Brown,2 properties/Potter,Neutral,,0.65,05-08-2016,32.7,29-08-2016,33.06,101473.54,1.09,Completed
15-08-2016,2015,SHEL,Shell PLC,71999834.78,721.0332,Brown,2 properties in Potter & Center townships,Neutral,,5.5,04-08-2016,32.67,25-08-2016,33.02,99856.48,1.09,Completed
09-08-2016,2015,EXC,Exelon Corp,7677225.8,406.0722,Brown,James A. FitzPatrick nuclear power plant/Scriba,Brown,Entergy Corp,110,29-07-2016,19.56,19-08-2016,18.19,18906.06,0.6,Completed
08-08-2016,2015,SM,SM Energy Co,244725.72,74.3,Brown,Rock Oil Holdings LLC,Brown,Riverstone Holdings LLC,980,28-07-2016,23.98,18-08-2016,33.97,3293.75,2.2,Completed
01-08-2016,2015,TSLA,Tesla Inc,51882.65,1.0519,Green,Tesla Energy Operations Inc/DE,Neutral,,5319.16,21-07-2016,14.7,11-08-2016,14.99,49322.12,1.93,Completed
01-08-2016,2015,RIG,Transocean Ltd,1041609.65,115.624,Brown,Transocean Partners LLC,Neutral,,240.96,21-07-2016,12.13,11-08-2016,10.37,9008.59,0.04,Completed
01-08-2016,2015,AR,Antero Resources Corp,379811.03,47.2167,Brown,Non-core Southern Marcellus onshore assets/US,Neutral,Equinor ASA,96,21-07-2016,26.14,11-08-2016,26.94,8044,0.82,Completed
27-07-2016,2015,EXC,Exelon Corp,7677225.8,397.8598,Brown,Retail electricity & natural gas business,Brown,Consolidated Edison Inc,,15-07-2016,19.14,08-08-2016,18.94,19296.31,0.6,Completed
26-07-2016,2015,DUK,Duke Energy Corp,109613737.1,2368.8195,Brown,Intercession P11,Neutral,Southern Co/The,,15-07-2016,59.02,05-08-2016,58.54,46273.57,0.65,Completed
13-07-2016,2015,FANG,Diamondback Energy Inc,110412.35,5.269,Green,Southern Delaware basin assets,Neutral,Luxe Energy LLC,560,01-07-2016,72,25-07-2016,67.87,20955.19,1.6,Completed
12-07-2016,2015,VLO,Valero Energy Corp,27368226.39,2520.4566,Brown,Parkway Pipeline LLC,Neutral,Kinder Morgan Inc,,01-07-2016,36,22-07-2016,34.91,10858.44,0.47,Completed
05-07-2016,2015,XIFR,XPLR Infrastructure LP,2810.2,1.5578,Green,"199-MW Cedar Bluff Wind Energy Center/Kansas,86-MW Golden Hills Wind Energy Center/California",Green,NextEra Energy Inc,565,24-06-2016,17.98,15-07-2016,19.49,1803.99,-0.56,Completed
30-06-2016,2015,VRN,Veren Inc,2760128.65,355.5973,Brown,"Flat lake resource assets,Waterflood assets",Neutral,Husky Energy Inc,185.8,17-06-2016,12.34,11-07-2016,12.1,7761.95,1.25,Completed
28-06-2016,2015,MDU,MDU Resources Group Inc,2205069.26,1716.074,Brown,Dakota Prairie Refining LLC,Neutral,Calumet Specialty Products Partners LP,28.5,17-06-2016,6.36,08-07-2016,6.55,1284.95,0.78,Completed
28-06-2016,2015,EPD,Enterprise Products Partners LP,851.64,0.0259,Green,Gas Plant,Brown,BP PLC,,17-06-2016,14.83,08-07-2016,15.54,32929.48,1.89,Completed
28-06-2016,2015,RBA,RB Global Inc,11059.93,2.1768,Green,Sheehan Pipe Line Construction Co,Neutral,Integrated Pipeline Services Inc,,17-06-2016,27.61,08-07-2016,29.29,5080.84,1,Completed
23-06-2016,2015,SUN,Sunoco LP,14512.09,7.902,Green,Emerge's fuels business,Neutral,Emerge Energy Services LP,178.5,10-06-2016,12.89,05-07-2016,12.67,1836.5,0.72,Completed
20-06-2016,2015,NEE,NextEra Energy Inc,49669111.59,967.3231,Brown,Indiantown Cogeneration LP,Neutral,Calypso Energy Holdings LLC,,09-06-2016,24.91,30-06-2016,26.2,51346.97,0.63,Completed
16-06-2016,2015,BLK,BlackRock Inc,4846.39,0.1141,Green,211-megawatt wind farm,Green,General Electric Co,,03-06-2016,289.72,27-06-2016,257.61,42488.17,1.2,Completed
13-06-2016,2015,PWR,Quanta Services Inc,182157.34,54.3727,Brown,TC Backhoe & Directional LP,Neutral,Enterprise Group Inc,13.23,02-06-2016,23.21,23-06-2016,23.68,3350.16,1.63,Completed
09-06-2016,2015,AR,Antero Resources Corp,379811.03,41.6002,Brown,Portion of Marcellus Shale Property,Neutral,Southwestern Energy Co,450,27-05-2016,28.02,20-06-2016,28.24,9130.02,0.82,Completed
31-05-2016,2015,EVRG,Evergy Inc,18226228.43,1918.0153,Brown,Great Plains Energy Inc,Neutral,,8739.61,20-05-2016,38.42,10-06-2016,41.62,9502.65,0.24,Completed
16-05-2016,2015,RRC,Range Resources Corp,287697.97,33.2976,Brown,Range Resources-Louisiana Inc,Neutral,,4287.41,05-05-2016,40.3,26-05-2016,39.53,8640.19,1.29,Completed
02-05-2016,2015,EQT,EQT Corp,274827.99,13.152,Brown,Statoil gas production assets,Brown,Equinor ASA,407,21-04-2016,33.8,12-05-2016,35.71,20896.26,1.05,Completed
02-05-2016,2015,DUK,Duke Energy Corp,109613737.1,2600.1529,Brown,6 North Carolina Solar Projects,Green,Community Energy Solar LLC,,21-04-2016,52.51,12-05-2016,55.77,42156.65,0.65,Completed
02-05-2016,2015,EXC,Exelon Corp,7677225.8,418.6494,Brown,Integrated Demand Resources Business,Neutral,Johnson Controls Inc,,21-04-2016,17.34,12-05-2016,18.6,18338.08,0.6,Completed
29-04-2016,2015,DNOW,DNOW Inc,71882.99,37.6605,Brown,"Power Service Inc/WY,Industrial Tool & Repair Inc",Neutral,,,18-04-2016,17.43,09-05-2016,16.92,1908.71,1.42,Completed
27-04-2016,2015,SU,Suncor Energy Inc,9604343.93,370.4359,Brown,Syncrude Canada Ltd,Neutral,Murphy Oil Corp,741.54,15-04-2016,20.44,09-05-2016,18.74,25927.14,0.91,Completed
15-04-2016,2015,SUN,Sunoco LP,14512.09,7.6169,Green,Convenience store portfolio,Neutral,Valentine Stores Inc,76.4,04-04-2016,13.61,25-04-2016,15.05,1905.24,0.72,Completed
13-04-2016,2015,SUN,Sunoco LP,14512.09,7.4065,Green,"Rattlers C-Store Chain,Wholesale Motor Fuel Distribution Business/Kolkhorst Petroleum",Brown,Kolkhorst Petroleum Co,,01-04-2016,13.82,25-04-2016,15.05,1959.36,0.72,Completed
12-04-2016,2015,XEL,Xcel Energy Inc,51570167.38,2863.1292,Brown,"Rush Creek Wind Energy LLC,Rush Creek Wind Energy II LLC",Green,Invenergy Wind Development North America LLC,,01-04-2016,32.08,22-04-2016,29.87,18011.82,0.66,Completed
06-04-2016,2015,DUK,Duke Energy Corp,109613737.1,2586.3923,Brown,Two solar projects/North Carolina,Green,ET Capital Ltd,,24-03-2016,54.85,18-04-2016,55.3,42380.94,0.65,Completed
18-03-2016,2015,MFC,Manulife Financial Corp,377899.11,22.5724,Brown,475 MW Kings Mountain gas-fired generating plant,Brown,Nord-Trondelag Elektrisitetsverk FKF,,07-03-2016,9.56,28-03-2016,9.69,16741.68,0.17,Completed
17-03-2016,2015,TRP,TC Energy Corp,13100004.45,531.5434,Brown,Columbia Pipeline Group Inc,Neutral,,12026.25,04-03-2016,23.04,28-03-2016,23.68,24645.22,0.84,Completed
15-03-2016,2015,MPLX,MPLX LP,84332.06,6.6728,Green,Inland marine assets,Neutral,Marathon Petroleum Corp,580.81,04-03-2016,11.91,28-03-2016,11.86,12638.22,2.93,Completed
23-02-2016,2015,EIX,Edison International,2399999.08,136.4168,Brown,Eneractive Solutions LLC,Neutral,,,12-02-2016,43.43,04-03-2016,47.61,17593.13,0.48,Completed
23-02-2016,2015,EIX,Edison International,2399999.08,136.4168,Brown,Delta Energy Services LLC,Neutral,,,12-02-2016,43.43,04-03-2016,47.61,17593.13,0.48,Completed
22-02-2016,2015,SU,Suncor Energy Inc,9604343.93,435.6037,Brown,Canadian Oil Sands Ltd,Brown,,488.07,11-02-2016,15.29,03-03-2016,18.23,22048.35,0.91,Completed
03-02-2016,2015,CLH,Clean Harbors Inc,1057619.73,448.3472,Brown,Re-refinery facility/Churchill County,Neutral,Vertex Energy Inc,35,22-01-2016,42.28,16-02-2016,42.94,2358.93,1.14,Completed
02-02-2016,2015,PEG,Public Service Enterprise Group Inc,16582138.45,1097.6903,Brown,Martin County solar energy facility/North Carolina,Green,EcoPlexus Inc,40,22-01-2016,29.15,12-02-2016,30.62,15106.39,0.52,Completed
01-02-2016,2015,D,Dominion Energy Inc,30886040.39,768.4276,Brown,Dominion Energy Questar Corp,Neutral,,5965.44,21-01-2016,46.04,11-02-2016,46.52,40193.82,-0.07,Completed
29-01-2016,2015,CNP,CenterPoint Energy Inc,1454324.09,170.8519,Brown,Continuum Retail Energy Services LLC,Neutral,Continuum Energy LLC,77.5,15-01-2016,12.64,08-02-2016,13.47,8512.19,0.57,Completed
27-01-2016,2015,ENB,Enbridge Inc,1799858.03,41.9169,Brown,Montney natural gas assets/CA,Brown,Murphy Oil Corp,382.68,15-01-2016,18.57,08-02-2016,20.42,42938.72,0.27,Completed
27-01-2016,2015,MUR,Murphy Oil Corp,1276170.64,669.5052,Brown,Fossil fuel assets/Athabasca Oil Corp,Brown,Athabasca Oil Corp,345.69,15-01-2016,12.36,08-02-2016,13.85,1906.14,0.52,Completed
20-01-2016,2015,EXC,Exelon Corp,7677225.8,553.9352,Brown,Bluestream Wind Project,Green,Sir Robert McAlpine Ltd,,08-01-2016,14.32,01-02-2016,15.45,13859.43,0.6,Completed
