Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2015-06-16,Exelon Corp,Demand Response Assets,Demand Response Partners Inc,,,Completed
2015-06-15,Brookfield Infrastructure Partners LP,Niska Gas Storage Partners LLC,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle/Riverstone TE Partners III LP)",818.38,22.79,Completed
2015-06-15,Petroamerica Oil Corp,PetroNova Inc,,6.79,,Completed
2015-06-15,Canamax Energy Ltd,Powder Mountain Energy Ltd,,4.84,,Completed
2015-06-15,CrossAmerica Partners LP,"29 New to Industry Stores,One Stop Portfolio",CST Brands LLC,,,Completed
2015-06-11,Trinidad Drilling Ltd,CanElson Drilling Inc,,405.0,5.49,Completed
2015-06-10,Gibraltar Industries Inc,RBI Solar Inc,,147.59,,Completed
2015-06-09,Gulfport Energy Operating Corp,Certain Assets,Ascent Resources - Utica LLC,407.0,,Completed
2015-06-08,Duke Energy Corp,Osprey Energy Center,Calpine Corp,,,Completed
2015-06-04,Getty Realty Corp,Fee simple interests in 77 convenience stores & retail motor fuel stations,Petrosun Inc,214.0,,Completed
2015-06-04,Cenovus Energy Inc,North American Terminal Operations/CA,Chemtrade Electrochem Inc,60.12,,Completed
2015-06-04,Glori Energy Inc,Bonnie View oil field/Texas,,2.6,,Completed
2015-06-03,Forent Energy Ltd,Unnamed Target,,0.9,,Completed
2015-06-02,Tidewater Midstream and Infrastructure Ltd,Gas processing facility/West Pembina,,145.33,,Completed
2015-06-02,Black Box Ltd,Ensource Inc,,,,Completed
2015-06-01,Enterprise Products Partners LP,EFS Midstream LLC,"Reliance Industries Ltd,Pioneer Natural Resources Co",2150.0,,Completed
2015-06-01,Ferrellgas Partners LP,Bridger Logistics LLC,,837.51,,Completed
2015-06-01,Z Energy Ltd,Chevron New Zealand,Chevron Corp,556.33,,Completed
2015-06-01,Canamax Energy Ltd,Grimshaw & Grande Prairie Mine,,19.12,,Completed
2015-06-01,Sun Pacific Holding Corp,Pizza Fusion Holdings Inc,,4.28,,Completed
2015-06-01,Southern Co/The,Pawpaw solar facility,Longview Solar LLC,,,Completed
2015-05-31,Carlyle Group Inc/The,Centennial Resource Production LLC,,,,Completed
2015-05-30,Spartan Energy Corp,Halo Exploration Ltd,,,,Completed
2015-05-27,Jericho Energy Ventures Inc,Producing wells & leaseholds/Northeastern Oklahoma,Chaparral Energy Inc,0.76,,Completed
2015-05-27,EnLink Midstream Partners LP,EnLink Midstream Holdings LP,EnLink Midstream LLC,,,Completed
2015-05-26,Veren Inc,Legacy Oil + Gas Inc,,1180.72,11.37,Completed
2015-05-26,Ring Energy Inc,14000 Net acres/TX,,75.0,,Completed
2015-05-26,Toscana Energy Income Corp,200 BOEs/d of long life oil and gas assets,,7.24,,Completed
2015-05-25,Aveda Transportation & Energy Services Inc,Hodges Trucking Co LLC,Seventy Seven Energy Inc/Old,42.0,,Completed
2015-05-21,Vanguard Natural Resources LLC,Eagle Rock Energy Partners LP,,605.45,18.19,Completed
2015-05-21,Ravelin Properties REIT,14 Commercial properties/Nova Scotia,Fortis Inc/Canada,352.51,,Completed
2015-05-21,Cue Energy Resources Ltd,Pine Mills property,Gale Force Petroleum Inc,2.0,,Completed
2015-05-21,Southern Co/The,103-megawatt Solar Farm,Iberdrola SA,,,Completed
2015-05-19,Striker Exploration Corp,Wilson Creek acreage,,6.54,,Completed
2015-05-18,Atlas Resource Partners LP,Natural gas producing properties/Arkoma basin,Atlas Energy Group LLC,35.5,,Completed
2015-05-14,Tamarack Valley Energy Ltd,Wilson Creek assets,,36.08,,Completed
2015-05-14,Sintana Energy Inc,Sintana Energy Inc/Old,,8.94,,Completed
2015-05-13,Shell Midstream Partners LP,"Colonial Pipeline Co,Zydeco Pipeline Co LLC",Shell PLC,448.0,,Completed
2015-05-12,TELUS Corp,40 MHz Spectrum License,,399.82,,Completed
2015-05-12,Chill Brands Group PLC,Interests and Rights/Pending & Future Patents,Diversion Technologies Inc,0.3,,Completed
2015-05-12,Provaris Energy Ltd,Markham Dome,,,,Completed
2015-05-12,Consolidated Edison Inc,6 Shovel-ready solar photovoltaic projects,"SolarReserve LLC,GCL Solar Energy Inc",,,Completed
2015-05-11,Noble Energy Inc,Rosetta Resources Inc,,3916.77,,Completed
2015-05-08,Southcross Energy Partners LLC,Gathering treating compression & transportation assets,Southcross Holdings LP,34.66,,Completed
2015-05-07,"Alaska Communications Systems Group Inc,Quintillion Networks LLC",Fiber optic network/AK,ConocoPhillips,,,Completed
2015-05-07,Blueknight Energy Partners LP,Cheyenne Wyoming asphalt terminal,Simon Contractors,,,Completed
2015-05-06,Crestwood Equity Partners LP,Crestwood Midstream Partners LP,,5319.63,12.61,Completed
2015-05-06,Diamondback Energy Inc,Interest in the Midland Basin in Texas,,437.8,,Completed
2015-05-06,ALLETE Inc,Armenia Mountain Wind LLC,AES Corp/The,108.0,,Completed
2015-05-05,PBF Logistics LP,Delaware City products pipeline and truck rack,PBF Energy Inc,68.56,,Completed
2015-05-05,Duke Energy Corp,Sabal Trail Natural Gas Pipeline,,,,Completed
2015-05-04,Maple Leaf Royalties Corp,Southern Alberta oil & gas royalities,,3.1,,Completed
2015-05-04,Universal Power Group Inc,Intelligent Technologies Co,,,,Completed
2015-05-04,TerraForm Power Inc,25 MW of operating utility scale solar power plants,Invenergy LLC,,,Completed
2015-05-04,Enable Midstream Partners LP,Strategic natural gas gathering assets/Texas Panhandle,Monarch Natural Gas LLC,,,Completed
2015-05-01,Manitok Energy Inc,1800 boe/d of producing assets & fluid processing facility,,50.49,,Completed
2015-05-01,TravelCenters of America Inc,19 gasoline & convenience store locations,,27.0,,Completed
2015-05-01,Lonestar Resources Ltd,Mineral acres in La Salle County,,,,Completed
2015-05-01,TRC Cos Inc,X-Line Inc,,,,Completed
2015-04-30,Teledyne Technologies Inc,Optech Inc,,18.2,,Completed
2015-04-30,ONEnergy Inc,0867893 BC Ltd,,0.59,,Completed
2015-04-30,Abraxas Petroleum Corp,Bakken/Three Forks interest,,,,Completed
2015-04-30,Southern Co/The,60MW North Star solar facility,First Solar Inc,,,Completed
2015-04-29,Parkland Corp,Unistop & Bis-Man assets,Unistop Inc,,,Completed
2015-04-28,Lightning Ventures Inc,Lightning Industries Inc,Domenari Capital LLC,1.42,,Completed
2015-04-28,Wescan Energy Corp,Medium- light oil and associated gas properties,Alvarez & Marsal Inc,1.24,,Completed
2015-04-28,XPLR Infrastructure LP,"Baldwin Wind LLC,Ashtabula Wind III LLC,FPL Energy Stateline II Inc,Mammoth Plains Wind Project LLC",NextEra Energy Inc,,,Completed
2015-04-27,TORC Oil & Gas Ltd,Oil & Mineral assets,,355.31,,Completed
2015-04-27,BP PLC,Mountain Country Partners LLC,,,,Completed
2015-04-24,Sempra,Black Oak Getty Wind Power Project,Geronimo Energy LLC,,,Completed
2015-04-24,Petrolia Energy Corp,Slick Unit Dutcher Sands field,Jovian Petroleum Corp,,,Completed
2015-04-22,Viridien,Taurus Reservoir Solutions Ltd,,,,Completed
2015-04-20,Vanguard Natural Resources LLC,LRR Energy LP,,516.57,16.28,Completed
2015-04-20,Freehold Royalties Ltd,Royalty interests in Viking formation,Obsidian Energy Ltd,262.61,,Completed
2015-04-20,Archrock Partners LP,Compression assets of Exterran Holdings Inc,Archrock Inc,102.3,,Completed
2015-04-20,"Pine Cliff Energy Ltd,Velvet Energy Ltd",Oil and natural gas asset/Alberta,,15.94,,Completed
2015-04-20,Lincoln Ventures Ltd,Tapango Resources Ltd,,0.16,,Completed
2015-04-16,ALLETE Inc,Chanarambie & Viking Wind Farm,Electricite de France SA,47.5,,Completed
2015-04-16,Southern Co/The,Lost Hills-Blackwell facility,First Solar Inc,,,Completed
2015-04-15,Gulfport Energy Operating Corp,Paloma Partners III LLC,,301.9,,Completed
2015-04-15,Dominion Energy Inc,20-megawatt Solar Facility,Coronal Energy,,,Completed
2015-04-14,Global Partners LP/MA,97 Mobil- and Exxon-branded retail gas stations,Capitol Petroleum Group LLC,156.0,,Completed
2015-04-14,AMID Merger LP,Substantially all assets,Southern Propane Inc,14.9,,Completed
2015-04-14,Sunoco LP,7 Pico Convenience Stores,,,,Completed
2015-04-13,MYR Group Inc,NGS Sub Inc,Eversource Energy,11.4,,Completed
2015-04-10,Intercept Energy Services Inc,640energy Inc,,0.65,,Completed
2015-04-08,"Macquarie Group Ltd (Fund: Macquarie Infrastructure Partners III LP),Brookfield Corp (Fund: Brookfield Infrastructure Fund II LP)",Santos WA Energy Ltd,Apache Corp,1900.0,,Completed
2015-04-08,Columbine Valley Resources Inc,Western Interior Oil & Gas Corp,,23.14,,Completed
2015-04-06,Williams Partners LP,Utica East Ohio Midstream LLC,EV Energy Partners LP,575.0,,Completed
2015-04-06,Pattern Energy Group Inc,"PEG Lost Creek Wind Farm,Pattern Energy Group Post Rock Wind Farm",NTR PLC,344.0,,Completed
2015-04-01,Dominion Energy Midstream Partners LP,Dominion Energy Carolina Gas Transmission LLC,Dominion Energy Inc,495.0,,Completed
2015-04-01,"KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP),Fleur de Lis Energy LLC",CO2 enhanced oil recover properties/Wyoming,Anadarko Petroleum Corp,,,Completed
2015-04-01,Southern Co/The,299MW Kay Wind Facility,Greenlight Energy Resources Inc,,,Completed
2015-04-01,EnLink Midstream Partners LP,Pool of national commercial real estate loans,JC Flowers & Co LLC,,,Completed
2015-03-31,Evolve Transition Infrastructu,Wellbore and interests/Texas,Mesquite Energy Inc,85.0,,Completed
2015-03-31,Delek Logistics Partners LP,Certain Assets,Delek US Holdings Inc,61.9,,Completed
2015-03-31,Parkland Corp,5 retail sites/ND,,,,Completed
2015-03-31,Corazon Mining Ltd,Dominion Energy Inc,Victory Nickel Inc,,,Completed
2015-03-30,EnerGulf Resources Inc,Columbus Copper Corp,"First Quantum Minerals Ltd,ECORA RESOURCES PLC",0.93,,Completed
2015-03-30,Razor Energy Corp,Ontario Graphite Ltd,,,,Completed
2015-03-28,GASFRAC Energy Services Inc,Fracking assets and related services,,,,Completed
2015-03-24,Maple Leaf Royalties Corp,17 Oil & Natural Gas Wells in Alberta & Saskatchewan,Maple Leaf 2012-II Energy Income LP,7.51,,Completed
2015-03-24,Entyr Ltd,North Chapman Ranch Project,Star Phoenix Group Ltd,,,Completed
2015-03-23,EnLink Midstream Partners LP,Victoria Express Pipeline & related truck terminal & storage assets,Devon Energy Corp,180.1,,Completed
2015-03-23,Saxon Oil Co Ltd,3 US oil fields,,,,Completed
2015-03-23,Indorama Ventures PCL,PTA business,"International Petroleum Investment Co,Investissement Quebec",,,Completed
2015-03-19,"EnLink Midstream Partners LP,EnLink Midstream LLC",Coronado Midstream Holdings LLC,,600.2,,Completed
2015-03-19,STV Group PLC,Diversified Project Management Inc,,,,Completed
2015-03-18,MKS Instruments Inc,Precisive LLC,,13.0,,Completed
2015-03-18,Whitecap Resources Inc,Beaumont Energy Inc,,5.73,,Completed
2015-03-17,Green Stream Holdings Inc,Pure Mobility International Inc,,,,Completed
2015-03-17,Breitling Energy Corp,Non-operated working interests in Hunton Play Project,,,,Completed
2015-03-16,Via Renewables Inc,33500 Customer contracts,Entrust Energy Inc,2.83,,Completed
2015-03-16,Red Sky Energy Ltd,Cache Oilfield in Colorado,,1.05,,Completed
2015-03-16,Alimentation Couche-Tard Inc,21 Stores/TX,"Tiger Tote Food Stores Inc,Cinco J Inc",,,Completed
2015-03-13,Columbine Valley Resources Inc,Terex Energy Corp,,21.16,,Completed
2015-03-13,L B Foster Co,Inspection Oilfield Services,,0.17,,Completed
2015-03-13,TerraVest Industries Inc,Substantially all assets,"Signature Truck Systems Inc,Lakeshore Metal Works Inc",,,Completed
2015-03-12,Tourmaline Oil Corp,Interest in the West Edson area of the Alberta Deep Basin,Perpetual Energy Inc,203.73,,Completed
2015-03-12,Expro Group Holdings NV,Timco Services Inc,,75.0,,Completed
2015-03-11,TravelCenters of America Inc,26 Gasoline/Convenience Stores,,,,Completed
2015-03-11,Showa Shell Sekiyu KK,280MW solar power project pipeline,Acek Desarrollo y Gestion Industrial SL,,,Completed
2015-03-10,EQM Midstream Partners LP,Northern West Virginia Marcellus Gathering System,EQT Corp,916.24,,Completed
2015-03-06,TELUS Corp,15 MHz Spectrum licenses,,1189.05,,Completed
2015-03-05,SunEdison Inc,Solar Grid Storage LLC,,,,Completed
2015-03-04,"Pinecrest Energy Inc,Virginia Hills Oil Corp",Unnamed Target,,11.8,,Completed
2015-03-03,Primoris Services Corp,AEV Inc,Otter Tail Corp,23.0,,Completed
2015-03-03,AES Corp/The,Main Street Power Co Inc,,,,Completed
2015-03-03,Western Midstream Operating LP,Delaware Basin JV,Anadarko Petroleum Corp,,,Completed
2015-03-02,Tallgrass Energy Partners LP,Tallgrass Pony Express Pipeline LLC,Tallgrass Development LP,700.0,,Completed
2015-02-27,Valero Energy Partners LP,"Valero Partners Houston LLC,Valero Partners Louisiana LLC",Valero Energy Corp,671.0,,Completed
2015-02-27,Clearway Energy Inc,University of Bridgeport Fuel Cell project,FuelCell Energy Inc,41.0,,Completed
2015-02-27,Clearway Energy Inc,"Clearway Spring Canyon Wind Farm Phase II,Clearway Spring Canyon Wind Farm Phase III",Invenergy LLC,,,Completed
2015-02-27,Plains All American Pipeline LP,Legion Terminals LLC,,,,Completed
2015-02-25,Iberdrola SA,UIL Holdings Corp/Old,,2283.98,5.69,Completed
2015-02-25,Marquee Energy Ltd/CA,Michichi area assets,,13.27,,Completed
2015-02-25,Legend Oil and Gas Ltd,Black Diamond Energy Holdings LLC,,4.61,,Completed
2015-02-23,Kelt Exploration Ltd,Artek Exploration Ltd,,194.39,,Completed
2015-02-23,Cypress Environmental Partners,"Cypress Environmental Partners,Tulsa Inspection Resources - Nondestructive Examination LLC,Tulsa Inspection Resources LLC","Private Investor,Cypress Energy Holdings LLC",52.6,,Completed
2015-02-23,Parkland Corp,11 Chevron-branded service stations,Chevron Corp,17.1,,Completed
2015-02-23,Rentech Inc,Assets of Allegheny Pellet,Wood Pellet Solutions Inc,7.0,,Completed
2015-02-23,Lonestar West Inc,Certain Assets,Firehawk Services Ltd,2.17,,Completed
2015-02-23,Toda Kogyo Corp,"TODA Advanced Materials Inc,Toda America Inc/Michigan",ITOCHU Corp,,,Completed
2015-02-23,Petro River Oil Corp,Havelide GTL LLC,,,,Completed
2015-02-20,"General Electric Co,Arc Logistics Partners LP",Joliet Bulk Barge & Rail LLC,CalEast Industrial Investors LLC,216.0,,Completed
2015-02-20,Bonterra Energy Corp,Oil & Gas Assets/Pembina,Enerplus Corp,137.48,,Completed
2015-02-19,BlackRock Inc,Hereford project,,,,Completed
2015-02-18,Volkswagen AG,Fuel cell patents portfolio,Ballard Power Systems Inc,50.0,,Completed
2015-02-17,EnLink Midstream Partners LP,EnLink Midstream Holdings LP,EnLink Midstream LLC,917.41,,Completed
2015-02-17,Cardinal Energy Ltd,Pinecrest Energy Inc,Virginia Hills Oil Corp,107.68,,Completed
2015-02-16,Phillips 66 Partners LP,Interests in 3 pipeline systems,Phillips 66,1008.5,,Completed
2015-02-10,Rose Rock Midstream LP,"Wattenberg Oil trunkline System,Glass Mountain Pipeline",SemGroup Corp,323.3,,Completed
2015-02-10,Enphase Energy Inc,Substantially all assets of Next Phase Solar Inc,Next Phase Solar Inc,,,Completed
2015-02-09,NGL Energy Partners LP,Magnum Ngls LLC,"Haddington Ventures LLC (Fund: Haddington Energy Partners III LP),Magnum Development LLC",280.0,,Completed
2015-02-09,Duke Energy Corp,REC Solar Commercial Corp,,,,Completed
2015-02-05,TORC Oil & Gas Ltd,Oil producing assets/Saskatchewan,,100.25,,Completed
2015-02-03,Canadian Solar Inc,Recurrent Energy LLC,Sharp Corp/Japan,265.0,,Completed
2015-02-03,Forum Energy Technologies Inc,J-Mac Tool Inc,,61.9,,Completed
2015-02-02,"EnLink Midstream Partners LP,EnLink Midstream LLC",Coronado Midstream LLC,,600.0,,Completed
2015-02-02,Oceaneering International Inc,C&C Technologies Inc,,230.0,,Completed
2015-01-28,Flotek Industries Inc,International Artificial Lift LLC,,2.25,,Completed
2015-01-27,ALLETE Inc,Kurita America Inc,Excellere Partners,168.0,,Completed
2015-01-27,BlueNRGY Group Ltd,BlueNRGY LLC,,,,Completed
2015-01-26,ETP Legacy LP,Regency Energy Partners LP,,17429.94,22.23,Completed
2015-01-26,Sparton Corp,Kep Marine,Kessler-Ellis Products Co,,,Completed
2015-01-22,Spectra Energy Partners LP,Brazoria Interconnector Gas Pipeline LLC,ConocoPhillips,,,Completed
2015-01-22,Genie Gateway,Genie Gateway/Nevada,AllCom,,,Completed
2015-01-22,Shell Energy Operations Pty Ltd,SPG Energy Group LLC,,,,Completed
2015-01-21,Kinder Morgan Inc,Hiland Partners Holdings LLC,,3000.0,,Completed
2015-01-21,Hawker Energy Inc,TEG Oil & Gas USA Inc,Sefton Resources Inc,0.16,,Completed
2015-01-20,Matador Resources Co,Harvey E Yates Co,HEYCO Energy Group Inc,98.27,,Completed
2015-01-20,Global Partners LP/MA,Boston Harbor Terminal,Global Petroleum Corp,23.65,,Completed
2015-01-20,Exelon Corp,7 CNG natural gas fuel stations,Brigadoon Fuel Inc,,,Completed
2015-01-16,UBE Corp,Advanced Electrolyte Technologies LLC,,,,Completed
2015-01-15,Azure Midstream Partners LP,Legacy gathering system,Azure Midstream Energy LLC,162.5,,Completed
2015-01-15,Superior Drilling Products Inc,OrBIT product line,Tenax Energy Solutions LLC,0.3,,Completed
2015-01-15,Azure Midstream Partners LP,NuDevco Midstream Development LLC,,,,Completed
2015-01-14,EnLink Midstream Partners LP,LPC Crude Oil Marketing LLC,,108.1,,Completed
2015-01-14,"Carlyle Group Inc/The (Fund: Carlyle Power Partners I LP),Cogentrix Energy Power Management LLC",Malaga Power LLC,,,,Completed
2015-01-12,Boralex Inc,Frampton community wind power project,Northland Power Inc,9.63,,Completed
2015-01-09,NuStar Energy LP,Refined products terminal,NIC Holding Corp,142.5,,Completed
2015-01-09,Goldman Sachs Group Inc/The,Anderson wind project,BayWa AG,,,Completed
2015-01-07,TerraForm Power Inc,21 US distributed generation solar power plants,SunEdison Inc,47.0,,Completed
2015-01-07,Itron Networked Solutions Inc,Detectent Inc,,7.6,,Completed
2015-01-06,AMEN Properties Inc,SFF Production LLC,,1.3,,Completed
2015-01-05,L B Foster Co,Chemtec Energy Services LLC,,66.72,,Completed
2015-01-05,Gemini Corp,Arletta Environmental Consulting Inc,,2.2,,Completed
2015-01-02,Algonquin Power & Utilities Corp,New Hampshire Gas Corp,Iberdrola SA,3.05,,Completed
2015-01-02,Oil States International Inc,Montgomery Machine Co Inc,,,,Completed
2014-12-31,Sprague Resources LP,Kildair Service Ltd,,150.68,,Completed
2014-12-31,Alto Ingredients Inc,Pacific Ethanol Central LLC,,135.21,11.02,Completed
2014-12-29,TC Energy Corp,Ontario Solar Facility,Canadian Solar Inc,,,Completed
2014-12-24,SH Energy & Chemical Co Ltd,SH Energy USA inc,,7.66,,Completed
2014-12-24,High Peak Royalties Ltd,Royalty interests/Texas,Dillon Fund/The,0.35,,Completed
2014-12-23,Southwestern Energy Co,Oil & gas assets/WV & SW PA,Equinor ASA,394.0,,Completed
2014-12-23,Pattern Energy Group Inc,Logan's Gap Wind Land Holdings LLC,Pattern Energy Group LP,113.0,,Completed
2014-12-23,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,288 MW Miami Wind Farm,Invenergy LLC,,,Completed
2014-12-22,Veresen Inc,Certain natural gas gathering and compression assets,"Mitsubishi Corp,Ovintiv Inc",550.68,,Completed
2014-12-22,Public Service Enterprise Group Inc,12.9 megawatt solar energy facility,juwi AG,,,Completed
2014-12-19,Republic Services Inc,Trevita LLC,Tervita Corp/Old,417.25,,Completed
2014-12-19,Dominion Energy Questar Corp,Canyon Creek Unit,,52.5,,Completed
2014-12-19,Eco Atlantic Oil & Gas Ltd,Pan African Oil Ltd,,0.22,,Completed
2014-12-19,Duke Energy Corp,Halifax Solar Project/North Carolina,"ET Solar Group Corp,Geenex LLC",,,Completed
2014-12-18,ALLETE Inc,Storm Lake 1/Iowa,NRG Energy Inc,,,Completed
2014-12-18,Hyster-Yale Inc,Nuvera Fuel Cells LLC,Hess Corp,,,Completed
